"","Condition","Node","Chain","Mean_Rating_Angry","Mean_Rating_Disgust","Mean_Rating_Fear","Mean_Rating_Happy","Mean_Rating_Sad","Mean_Rating_Surprised","Entropy_Angry","Entropy_Disgust","Entropy_Fear","Entropy_Happy","Entropy_Sad","Entropy_Surprised"
"1","Ambiguity",0,"Chain1",0.342740175680592,-0.0371715286986062,1.32530177425699,-0.975657618265002,0.754577431192444,0.601855771206568,0.0518131205089745,0.0329117977959869,0.0583956187333897,0.00867624669002396,0.059685490969531,0.0725330157792846
"2","Ambiguity",0,"Chain10",0.139750390384907,0.0455483435604204,0.419431028332883,0.0827645213266557,-0.134308518159268,0.178427454902656,0.0452208226361612,0.0450755536461429,0.0708802842493976,0.0477242471618829,0.0381415545677886,0.0320823434055856
"3","Ambiguity",0,"Chain11",0.38588141094494,0.190130955855226,1.21157225768425,-0.86618544607151,1.18522531286072,0.503245699885218,0.0513513661997451,0.0400084859707371,0.037488918952605,0.0302075679577169,0.069504846242006,0.0489238934768585
"4","Ambiguity",0,"Chain12",0.415361992684055,0.612046249409397,1.26281215321568,-0.967650282067511,0.86991096459165,0.291422331269221,0.0391894576411029,0.0618821313208276,0.0436903237010939,0.0110272675852369,0.068479220041101,0.052465768923105
"5","Ambiguity",0,"Chain13",-0.14679293775807,0.104525215523,0.405278326035295,-0.82620187834623,0.121055032501282,0.505287542338856,0.0213982970210601,0.0444505515121424,0.0356887788901166,0.0240439978189744,0.0347748723895476,0.0645947835062301
"6","Ambiguity",0,"Chain14",-0.375061220467595,-0.0760833773927045,-0.28541385259292,0.692201973104139,-0.351684624799401,0.0608233445314633,0.0112251232277915,0.0395439845230416,0.0476492020611907,0.0307731872677209,0.0200964416402386,0.0337546243535426
"7","Ambiguity",0,"Chain15",-0.454672154494515,-0.522161096954456,-0.484384274295705,0.95990590255008,-0.647949385772708,-0.281034673326323,0.0102663961738533,0.0089161350730165,NA,0.0266459535587885,0.00774533406146046,0.0419708028362994
"8","Ambiguity",0,"Chain16",0.8926638888701,0.761117792892739,-0.0184986414522766,-0.786615603360201,-0.570445820344211,0.567965018617196,0.0797841978099685,0.0806347952435721,0.0522465913824549,0.0228108726902312,0.0245102535167754,0.0437210102480464
"9","Ambiguity",0,"Chain2",-0.0816918570859607,-0.108399423082788,-0.42224007995961,0.418623386962259,-0.401342345674778,-0.432698462664406,0.0422062813926029,0.0362223676178158,0.0288717755614777,0.0550922846656115,0.0289620358969948,0.0510068127466197
"10","Ambiguity",0,"Chain3",-0.404729622839986,-0.288438366381805,-0.0297712922812061,0.40617514960781,-0.451256444680071,0.583206625071469,0.0407591857481769,0.0402984542364084,0.0519904045128054,0.0357151905147139,0.0308291805172592,0.0468081297968654
"11","Ambiguity",0,"Chain4",-0.0896373904270505,-0.413237786367674,0.0804374324480143,0.0160999711308773,0.0330327950320975,0.40027751475894,0.0330469556601907,0.0267373240122742,0.0424935534231356,0.0451814941865355,0.043338423124804,0.0657756018748633
"12","Ambiguity",0,"Chain5",-0.188891935395959,0.380363072609451,1.46878494289002,-0.9877622690179,1.45368223249657,0.42187503681114,0.0294844290631224,0.0527347126389123,0.0370848075214553,0.033747558220967,0.02954170273938,0.0669069146046873
"13","Ambiguity",0,"Chain6",0.31695358538474,0.711370936169543,1.10876464549504,-0.820949200426824,0.20736283087742,0.823135629798768,0.0744782859431664,0.0779572391465329,0.0657886286701756,0.0215541980626184,0.0409025149772426,0.0757416167766584
"14","Ambiguity",0,"Chain7",1.90287969939261,1.83299120577423,-0.124682910376575,-0.498581906423957,0.0292718701766189,-0.107241945529342,0.104151032035597,0.095699290895501,0.0476227409795234,0.0390110677721127,0.0510781212584496,0.0585648153871022
"15","Ambiguity",0,"Chain8",-0.221920235619105,-0.280645026435086,-0.78854823002657,0.48374285336482,-0.615177281622418,-0.359116376552245,0.0283162471423697,0.0271457917555604,0.0201015256327073,0.0343834925889146,0.00957896748044626,0.0485792494528478
"16","Ambiguity",0,"Chain9",-0.146093237338599,-0.443130372925969,-0.511719902096039,0.384484250766316,-0.447262754814883,-0.222940866613917,0.0396972919223366,0.0365616179800696,0.0340542869839281,0.0412772892870953,0.0261999675023864,0.0436408159678429
"17","Ambiguity",1,"Chain1",0.132217896790378,0.363465009354162,0.819493372621587,-0.729396849822811,0.426826211255625,0.543914534737881,0.0410190470137013,0.0523933015832488,0.0503641212653526,0.0201382358008581,0.0367837852549026,0.05370059670865
"18","Ambiguity",1,"Chain10",0.258718631497333,0.0301801340699714,0.679440350165534,-0.399749796513214,0.280265307175107,0.390741868639467,0.0547015378134456,0.0437465201947092,0.0622306382400914,0.0327638096443523,0.0521543466579473,0.0909372426292843
"19","Ambiguity",1,"Chain11",0.049508736401226,0.616395641966946,1.23869255083992,-1.03009313463964,1.07273730998176,0.655272008836569,0.0418687279479002,0.0533183749573796,0.0517871073068199,0.0189842637516313,0.0312193300948304,0.0511264213606002
"20","Ambiguity",1,"Chain12",-0.0186987582073853,0.245542760318782,0.751028142123685,-0.869400095028819,1.44678716682281,-0.524819214368385,0.0484273566485704,0.0490154486316288,0.0419318806423044,0.0122395814281716,0.0316968519244684,0.0485154360074408
"21","Ambiguity",1,"Chain13",-0.243610755552344,-0.109617147278292,0.800487250917541,-0.817455083681651,0.186975160367596,0.94936672728866,0.0224218954131595,0.0239373381926561,0.0414255284427189,0.0185165947261761,0.0488739868809259,0.0818989914702815
"22","Ambiguity",1,"Chain14",-0.459113857215006,-0.471461216609562,-0.250640822150533,0.338368916116198,-0.483195220990274,-0.216472637004943,0.0169466892988869,0.04048978396275,0.036994253296445,0.0394714579668345,0.0247531397868043,0.0511538992720347
"23","Ambiguity",1,"Chain15",-0.37132394111765,-0.479246538655865,0.108284599060201,0.409707725677791,-0.22048799578157,0.127193475085111,0.0212460929071922,0.0282099124309955,0.0470461609336734,0.0543127995276498,0.0440190856316483,0.0433461630544694
"24","Ambiguity",1,"Chain16",0.118766186099053,-0.0194583445867396,-0.166191371579673,-0.424781693751733,-0.299791814036257,0.0789662629816124,0.0491809153477944,0.0440623815432393,0.0465969677987813,0.0337575866700353,0.0349278663523116,0.0739038052119995
"25","Ambiguity",1,"Chain2",-0.35812947074698,-0.314061420700067,-0.228933215824041,0.409460104490811,-0.590510532645547,-0.295580835985575,0.0175975312974672,0.0255613117119726,0.0295362136220107,0.0291604234190482,0.0212193225108851,0.0381930298347662
"26","Ambiguity",1,"Chain3",-0.286136231257307,-0.260516653289208,-0.487085238137008,0.813706672606538,-0.674331806123307,0.231228033178863,NA,0.031566587413686,0.0395807774346264,0.0273869550033207,0.0268445807116463,0.0636104483735551
"27","Ambiguity",1,"Chain4",-0.078619394149245,-0.110211764815852,0.524591843106543,-0.00606301733063476,0.115955639997205,-0.0446193195886104,0.0417816409044759,0.0494208040402273,0.0565786949374848,0.0471556451334569,0.0453907398566144,0.0566565280059192
"28","Ambiguity",1,"Chain5",0.0541692360351779,0.379185287422575,0.684799316811866,-1.06481319616214,1.43967013285664,0.44773299287033,0.0250000983079543,0.0445321407979945,0.0480291444315639,0.0103458078318186,0.0342972305226645,0.0486397796803144
"29","Ambiguity",1,"Chain6",0.153808875820994,0.305191552348343,1.18204037540191,-0.86180775594749,0.396198699505868,0.840989088730923,0.0485020426402571,0.0648911713618239,0.0562569247287367,0.0214432686597091,0.0597222714019437,0.0599713803343389
"30","Ambiguity",1,"Chain7",1.39619676110811,0.64003742608035,-0.290468486135432,-0.288608269957064,-0.27834132375156,-0.329149138831686,0.0885910191688008,0.0690598781078031,0.0467949645101687,0.0384575307547643,0.03233894545084,0.0576027206255959
"31","Ambiguity",1,"Chain8",-0.023374463031991,0.471729135431895,-0.0912057138103105,-0.377550875613764,-0.0144478756568976,-0.244599616219781,0.0496402232628633,0.0670779239191976,0.0439963347607685,0.0440799760861082,0.0459010425767175,0.0522603840806262
"32","Ambiguity",1,"Chain9",-0.225535091046815,-0.295046181431374,-0.874540752898904,0.734547609697921,-0.58639591343068,-0.246478237163323,0.0268451427313604,0.0371004803725068,0.0258634024573882,0.0452576541990615,0.0382754566459224,0.0523951780193523
"33","Ambiguity",2,"Chain1",0.159133954799252,-0.0472719719475038,0.589796741547584,-0.973893060661778,0.526695178755156,0.501331297549894,0.0544362452599868,0.0340305028216794,0.047687782057713,0.00950318265852178,0.0598527688115644,0.0669601185491643
"34","Ambiguity",2,"Chain10",-0.317254935411605,-0.491499881525306,0.24700994673656,-0.209498427258321,0.0892659888088335,0.178787458282297,0.0173142473033406,0.0187946916807888,0.0542764056656112,0.0481786192330522,0.0417431989410437,0.0485396694350156
"35","Ambiguity",2,"Chain11",0.560555822152908,0.0104187742635082,0.76687520942665,-0.9494299264246,1.07794715761491,0.474379096901118,0.0802037843997305,0.0451111081678978,0.0536460011404859,0.0175081036641977,0.0535398948112052,0.0606339679645743
"36","Ambiguity",2,"Chain12",0.19361478113031,0.540536180452188,1.06822273824232,-1.06966251504291,1.67751190021784,-0.0242243001933213,0.0454127833457,0.0626871994545818,0.0436051360477677,0.0203728659823391,0.0425287228148549,0.0462652621028231
"37","Ambiguity",2,"Chain13",-0.221085804819433,-0.321573559962553,1.04249161085811,-0.809539992174558,0.0455427188496359,0.40864434336151,0.0317121402299586,0.0316348649979734,0.0539823144622723,0.0112518231082394,0.0517826517351584,0.0712569133360908
"38","Ambiguity",2,"Chain14",-0.148028566936728,-0.571702916376927,-0.617730035976358,0.809390270000941,-0.830730604652499,-0.668859617743179,0.0472720788251608,0.0205270771579105,0.0322792127596848,0.0463730121539355,0.0175755839686774,0.0423226224805466
"39","Ambiguity",2,"Chain15",-0.374140354003143,-0.576287495460406,-0.401098341529603,0.377669391830339,-0.32591429732745,-0.338477684875561,0.019774056749647,0.0121053038281968,0.0359717579116723,0.0456260402641717,0.0325938933526177,0.0531121323655435
"40","Ambiguity",2,"Chain16",0.567839605190623,0.203090363520529,-0.173562302866215,-0.400984208941786,-0.440012225873213,0.543557315192376,0.0695525868302708,0.0648941615882476,0.0457946617056833,0.0276521232728551,0.0338301305922261,0.0534742297873537
