"","Network","Iteration","f","h","m","nw","nh","ew","eh","b","Target"
"505","14","30",0.930593059305931,-0.624762476247625,-0.105710571057106,0.151515151515152,0.866586658665867,1,0.561656165616562,0.74957495749575,"Ambiguity"
"506","1","30",1,-0.697969796979698,-0.0095009500950096,0.907790779077908,0.486248624862486,0.701970197019702,1,0.755075507550755,"Ambiguity"
"507","13","33",0.656165616561656,0.135313531353135,-0.0767076707670768,0.442444244424442,1,0.578357835783578,0,0.273127312731273,"Ambiguity"
"508","11","30",0.703370337033703,-0.26032603260326,-0.8995899589959,0.413241324132413,1,0.352835283528353,0.204120412041204,1,"Ambiguity"
"509","10","34",1,0.082108210821082,-1,0.992599259925993,0,0.216221622162216,0.283928392839284,0.715771577157716,"Ambiguity"
"510","1","31",1,-0.697969796979698,-0.0095009500950096,0.907790779077908,0,0.701970197019702,1,0.755075507550755,"Ambiguity"
"511","14","31",0.930593059305931,-0.624762476247625,-0.105710571057106,0.151515151515152,0.796579657965797,1,0.561656165616562,0.74957495749575,"Ambiguity"
"512","8","30",0.51965196519652,-0.450545054505451,-1,0.542954295429543,0.152215221522152,0,1,1,"Ambiguity"
"513","9","34",0.383038303830383,0.241324132413241,-0.004900490049005,0.307530753075308,0.546654665466547,0.424042404240424,1,0,"Ambiguity"
"514","4","36",0.792279227922792,1,0.220922092209221,0.589158915891589,1,0.116211621162116,0.481248124812481,0.53035303530353,"Ambiguity"
"515","16","30",0.591059105910591,-0.67976797679768,0.131713171317132,0.214821482148215,0.0795079507950795,0.112711271127113,0.248424842484248,0.664066406640664,"Ambiguity"
"516","13","34",0.472647264726473,0.135313531353135,-0.0767076707670768,0.442444244424442,1,0.578357835783578,0,0.273127312731273,"Ambiguity"
"517","11","31",0.703370337033703,-0.26032603260326,-0.8995899589959,0.960896089608961,1,0.352835283528353,0.204120412041204,1,"Ambiguity"
"518","14","32",0.930593059305931,-0.624762476247625,-0.105710571057106,0.151515151515152,0.796579657965797,1,0.561656165616562,0.74957495749575,"Ambiguity"
"519","1","32",1,-0.697969796979698,-0.0095009500950096,0.907790779077908,0,0.225322532253225,1,0.755075507550755,"Ambiguity"
"520","11","32",0.703370337033703,-0.26032603260326,-0.8995899589959,0.960896089608961,0,0.352835283528353,0.204120412041204,1,"Ambiguity"
"521","2","30",1,-0.266926692669267,-0.32973297329733,1,0.46044604460446,0.73977397739774,1,0.945194519451945,"Ambiguity"
"522","16","31",0,-0.67976797679768,0.131713171317132,0.214821482148215,0.0795079507950795,0.112711271127113,0.248424842484248,0.664066406640664,"Ambiguity"
"523","8","31",0.0632063206320632,-0.450545054505451,-1,0.542954295429543,0.152215221522152,0,1,1,"Ambiguity"
"524","9","35",0.383038303830383,-0.190919091909191,-0.004900490049005,0.307530753075308,0.546654665466547,0.424042404240424,1,0,"Ambiguity"
"525","2","31",1,-0.266926692669267,-0.32973297329733,1,0.46044604460446,0.73977397739774,1,0.215021502150215,"Ambiguity"
"526","3","34",0.358935893589359,-0.111511151115112,-0.163116311631163,0.207420742074207,1,0.414141414141414,0,0,"Ambiguity"
"527","12","29",0.340634063406341,-0.0037003700370038,-0.282328232823282,0.335133513351335,0,0.638863886388639,0.215021502150215,0.859185918591859,"Ambiguity"
"528","7","30",1,-0.0817081708170818,-0.0231023102310232,0.587758775877588,0.0786078607860786,0.54025402540254,0.678967896789679,1,"Ambiguity"
"529","16","32",0,-1,0.131713171317132,0.214821482148215,0.0795079507950795,0.112711271127113,0.248424842484248,0.664066406640664,"Ambiguity"
"530","15","30",1,-1,-0.0941094109410942,0.294329432943294,1,0.203420342034203,0.534653465346535,0.537653765376538,"Ambiguity"
"531","4","37",0.0055005500550055,1,0.220922092209221,0.589158915891589,1,0.116211621162116,0.481248124812481,0.53035303530353,"Ambiguity"
"532","7","31",1,-1,-0.0231023102310232,0.587758775877588,0.0786078607860786,0.54025402540254,0.678967896789679,1,"Ambiguity"
"533","14","33",0.930593059305931,-0.624762476247625,-0.105710571057106,0.151515151515152,0.796579657965797,1,0.0596059605960596,0.74957495749575,"Ambiguity"
"534","10","35",1,0.082108210821082,-1,0.992599259925993,0.375437543754375,0.216221622162216,0.283928392839284,0.715771577157716,"Ambiguity"
"535","2","32",0.453145314531453,-0.266926692669267,-0.32973297329733,1,0.46044604460446,0.73977397739774,1,0.215021502150215,"Ambiguity"
"536","12","30",0.340634063406341,-0.0037003700370038,-0.282328232823282,0.335133513351335,0.433243324332433,0.638863886388639,0.215021502150215,0.859185918591859,"Ambiguity"
"537","6","30",0.86028602860286,-0.642164216421642,0.212121212121212,0.258825882588259,0.364336433643364,0.945094509450945,1,0.807080708070807,"Ambiguity"
"538","1","33",1,-0.697969796979698,-0.0095009500950096,0.907790779077908,0,0.225322532253225,0.173817381738174,0.755075507550755,"Ambiguity"
"539","3","35",0.358935893589359,-0.111311131113111,-0.163116311631163,0.207420742074207,1,0.414141414141414,0,0,"Ambiguity"
"540","7","32",1,-1,-0.22992299229923,0.587758775877588,0.0786078607860786,0.54025402540254,0.678967896789679,1,"Ambiguity"
"541","11","33",0.703370337033703,-0.26032603260326,-0.8995899589959,0.960896089608961,0,0.157815781578158,0.204120412041204,1,"Ambiguity"
"542","12","31",0.340634063406341,-0.0037003700370038,-0.282328232823282,0.335133513351335,0.433243324332433,0,0.215021502150215,0.859185918591859,"Ambiguity"
"544","13","35",0.472647264726473,0.802180218021802,-0.0767076707670768,0.442444244424442,1,0.578357835783578,0,0.273127312731273,"Ambiguity"
"545","2","33",0.453145314531453,-0.062906290629063,-0.32973297329733,1,0.46044604460446,0.73977397739774,1,0.215021502150215,"Ambiguity"
"546","6","31",0.86028602860286,-0.642164216421642,0.212121212121212,0.258825882588259,0.364336433643364,0.945094509450945,0.374337433743374,0.807080708070807,"Ambiguity"
"547","8","32",0.0632063206320632,0.312731273127313,-1,0.542954295429543,0.152215221522152,0,1,1,"Ambiguity"
"548","14","34",0.930593059305931,-0.624762476247625,-0.105710571057106,0.151515151515152,0.796579657965797,1,0.0596059605960596,0.643964396439644,"Ambiguity"
"549","7","33",1,-1,-0.22992299229923,0.217921792179218,0.0786078607860786,0.54025402540254,0.678967896789679,1,"Ambiguity"
"550","16","33",0,-1,-1,0.214821482148215,0.0795079507950795,0.112711271127113,0.248424842484248,0.664066406640664,"Ambiguity"
"551","13","36",0.472647264726473,0.802180218021802,-0.0767076707670768,0.160616061606161,1,0.578357835783578,0,0.273127312731273,"Ambiguity"
"552","12","32",0.340634063406341,-0.0037003700370038,-0.282328232823282,0.335133513351335,0.433243324332433,0,0.122412241224122,0.859185918591859,"Ambiguity"
"553","9","36",0.383038303830383,-0.190919091909191,0.47974797479748,0.307530753075308,0.546654665466547,0.424042404240424,1,0,"Ambiguity"
"554","6","32",0.86028602860286,-0.642164216421642,0.212121212121212,0.258825882588259,0.364336433643364,0.945094509450945,0.374337433743374,1,"Ambiguity"
"555","1","34",1,-0.697969796979698,-0.0095009500950096,0.907790779077908,0,0.225322532253225,0.173817381738174,0.896489648964896,"Ambiguity"
"556","13","37",0.472647264726473,0.802180218021802,-0.0767076707670768,0.421542154215422,1,0.578357835783578,0,0.273127312731273,"Ambiguity"
